t, k1_1, k1_2, k1_3, k1_4, k1_5, k1_6, k1_7, k1_8, k1_9, k1_10, k1_11, k1_12, k2_1, k2_2, k2_3, k2_4, k2_5, k2_6, k2_7, k2_8, k2_9, k2_10, k2_11, k2_12, k3_1, k3_2, k3_3, k3_4, k3_5, k3_6, k3_7, k3_8, k3_9, k3_10, k3_11, k3_12
0,0.40165,-0.40075,-0.30059,0.18227,4.5296,-4.71,0.30318,-0.37136,-0.25859,0.13433,0.11129,-0.24778,0.079952,0.25789,-0.068549,0.27616,0.063226,2.9987,-0.016691,0.23373,0.017189,-0.039161,0.012539,0.18022,-0.066646,0.02914,-0.01343,0.035167,-0.015863,0.30189,-0.043249,0.022516,0.0081262,-0.0032886,-0.0040172,0.010499
0.01,0.40212,-0.39801,-0.31974,0.22534,4.7167,-4.666,0.30802,-0.36995,-0.26901,0.13529,0.11229,-0.24651,0.075431,0.26786,-0.063025,0.27177,-0.053984,3.1228,-0.023968,0.24274,0.026384,-0.041061,0.01147,0.18846,-0.068023,0.031177,-0.011591,0.034786,-0.039368,0.32265,-0.044416,0.024181,0.0094425,-0.0036597,-0.0042922,0.011366
0.02,0.39737,-0.39038,-0.33367,0.26581,4.8264,-4.5628,0.30834,-0.36413,-0.27457,0.13458,0.11125,-0.24238,0.069458,0.2777,-0.055555,0.26284,-0.18809,3.2427,-0.031839,0.25143,0.036205,-0.043236,0.010272,0.19621,-0.069399,0.033231,-0.009683,0.034088,-0.063145,0.34328,-0.045605,0.025845,0.010738,-0.0040293,-0.0045444,0.012218
0.03,0.38598,-0.37667,-0.34049,0.2999,4.8358,-4.3876,0.30288,-0.35277,-0.27408,0.13165,0.10781,-0.23461,0.062259,0.28711,-0.046381,0.24979,-0.33477,3.3543,-0.040071,0.25951,0.046289,-0.045551,0.0090092,0.2032,-0.070713,0.035251,-0.0077666,0.033155,-0.08636,0.36315,-0.046765,0.02746,0.011965,-0.004376,-0.0047524,0.013027
0.04,0.36691,-0.35602,-0.33851,0.32387,4.7264,-4.1314,0.29063,-0.33501,-0.26664,0.12604,0.10178,-0.22259,0.054168,0.29553,-0.035878,0.2332,-0.48784,3.4509,-0.048303,0.26653,0.056164,-0.047814,0.0077641,0.20906,-0.071895,0.037175,-0.0059142,0.032097,-0.10806,0.38158,-0.047836,0.028971,0.013066,-0.0046758,-0.0048951,0.013758
0.05,0.33959,-0.32801,-0.32651,0.3347,4.4868,-3.7906,0.27107,-0.31037,-0.25177,0.11749,0.09317,-0.206,0.04562,0.30222,-0.024531,0.21368,-0.63968,3.5239,-0.056073,0.27185,0.065276,-0.0498,0.0066323,0.21331,-0.072871,0.038935,-0.0042098,0.031045,-0.12716,0.39777,-0.048751,0.030317,0.013981,-0.004902,-0.0049512,0.014369
0.06,0.30506,-0.29361,-0.30484,0.3312,4.1265,-3.378,0.24497,-0.27961,-0.23019,0.1063,0.082475,-0.18536,0.037139,0.30642,-0.012984,0.19218,-0.78124,3.5649,-0.062862,0.27485,0.073029,-0.051268,0.0057126,0.21549,-0.073592,0.040483,-0.0027194,0.030125,-0.14288,0.41121,-0.049467,0.031452,0.014666,-0.005036,-0.0049109,0.014831
0.07,0.26549,-0.25476,-0.27517,0.31423,3.6722,-2.9175,0.21411,-0.24445,-0.20357,0.093173,0.070513,-0.16183,0.029206,0.30748,-0.001886,0.16977,-0.90412,3.5669,-0.068213,0.27499,0.078903,-0.052011,0.0050718,0.21522,-0.074041,0.041793,-0.001482,0.029433,-0.15484,0.42166,-0.049962,0.032351,0.015101,-0.0050691,-0.0047749,0.015129
0.08,0.22317,-0.21364,-0.23956,0.28562,3.1541,-2.4347,0.18046,-0.20678,-0.17372,0.078883,0.058073,-0.13668,0.02224,0.30479,0.0081611,0.14744,-1.0009,3.5238,-0.071736,0.27179,0.082469,-0.051861,0.0047401,0.2122,-0.074207,0.042852,-0.0005283,0.029057,-0.16275,0.429,-0.050227,0.032999,0.015272,-0.0049959,-0.0045485,0.015254
0.09,0.17861,-0.17083,-0.19829,0.2455,2.5787,-1.9371,0.14464,-0.16698,-0.14112,0.063612,0.04543,-0.11021,0.016361,0.29744,0.01677,0.12569,-1.0656,3.426,-0.073131,0.2645,0.083388,-0.050647,0.0046602,0.20587,-0.074128,0.043678,0.00015921,0.029014,-0.16697,0.43352,-0.050289,0.033413,0.015201,-0.0048267,-0.0042502,0.015217
0.1,0.13166,-0.12637,-0.15094,0.19322,1.9427,-1.4255,0.10679,-0.12484,-0.10569,0.047334,0.03266,-0.082345,0.011555,0.28449,0.02365,0.10483,-1.0933,3.2638,-0.072188,0.25232,0.081434,-0.048237,0.0047274,0.19568,-0.073856,0.04431,0.00062151,0.029284,-0.16813,0.43569,-0.050193,0.033626,0.014922,-0.0045784,-0.0039029,0.015042
0.11,0.10713,-0.10231,-0.12699,0.16783,1.6146,-1.1479,0.086651,-0.10243,-0.087254,0.038757,0.025949,-0.067434,0.0086448,0.27379,0.028619,0.089077,-1.1071,3.1283,-0.070706,0.24217,0.078642,-0.045891,0.0051586,0.18712,-0.073457,0.044801,0.00091956,0.029812,-0.16709,0.43615,-0.049996,0.033686,0.014483,-0.0042738,-0.0035313,0.014764
0.12,0.11785,-0.10883,-0.14506,0.19761,1.8092,-1.215,0.094173,-0.11122,-0.096748,0.042513,0.028073,-0.072766,0.0074428,0.27453,0.033109,0.080468,-1.1497,3.1237,-0.071555,0.24212,0.077973,-0.045262,0.0060969,0.18638,-0.07308,0.045317,0.0012308,0.030387,-0.16621,0.43682,-0.049849,0.033755,0.013999,-0.003983,-0.003178,0.014496
0.13,0.12726,-0.11338,-0.16263,0.22761,1.9914,-1.2595,0.10053,-0.11872,-0.10528,0.045941,0.029907,-0.07724,0.0063099,0.27628,0.037804,0.072914,-1.1964,3.1305,-0.072818,0.24305,0.077216,-0.044856,0.0070414,0.18627,-0.072768,0.045912,0.001613,0.030947,-0.16623,0.43827,-0.049795,0.033884,0.013507,-0.0037264,-0.0028526,0.014274
0.14,0.13329,-0.11424,-0.17685,0.25364,2.1279,-1.2627,0.10413,-0.1231,-0.11113,0.048334,0.031009,-0.079698,0.0051971,0.27797,0.042663,0.065998,-1.2436,3.1365,-0.074229,0.24404,0.076122,-0.044509,0.007954,0.18606,-0.07251,0.046575,0.0020602,0.031507,-0.16703,0.44038,-0.049824,0.034061,0.013003,-0.003499,-0.0025508,0.014088
