t, k1_1, k1_2, k1_3, k1_4, k1_5, k1_6, k1_7, k1_8, k1_9, k1_10, k1_11, k1_12, k2_1, k2_2, k2_3, k2_4, k2_5, k2_6, k2_7, k2_8, k2_9, k2_10, k2_11, k2_12, k3_1, k3_2, k3_3, k3_4, k3_5, k3_6, k3_7, k3_8, k3_9, k3_10, k3_11, k3_12
0,-0.0011409,-0.057065,-0.0050751,0.082632,-0.1682,-1.1602,-0.035448,-0.096243,0.024253,0.03602,0.0010264,-0.098802,0.0090991,0.069418,-0.028775,-0.32836,1.3906,1.196,0.047998,0.10341,-0.067242,-0.065649,0.031743,0.11664,-0.00053416,-0.0021326,-0.00019903,0.0016011,-0.0028831,-0.030038,-0.0025904,-0.0022819,0.00066713,0.00084724,-0.000178,-0.0027709
0.01,-0.0011667,-0.058702,-0.0044887,0.093532,-0.19994,-1.1866,-0.038597,-0.098459,0.027481,0.037342,0.0012404,-0.10269,0.008644,0.064249,-0.028992,-0.33444,1.3566,1.0928,0.047486,0.095136,-0.06607,-0.063224,0.030289,0.11046,-0.0005447,-0.002249,-0.00016709,0.0018293,-0.0042534,-0.031901,-0.002684,-0.0024207,0.0007695,0.00090299,-0.00017913,-0.002915
0.02,-0.0011962,-0.060049,-0.0038202,0.10455,-0.23209,-1.2065,-0.041339,-0.10013,0.030503,0.038522,0.0015306,-0.10596,0.0081036,0.058584,-0.028735,-0.33601,1.3039,0.98295,0.046006,0.086298,-0.063727,-0.060272,0.028426,0.10337,-0.0005543,-0.00236,-0.00013838,0.0020189,-0.0054615,-0.033653,-0.0027683,-0.0025492,0.00086099,0.0009498,-0.00017313,-0.0030446
0.03,-0.0012244,-0.061056,-0.0030985,0.11526,-0.26331,-1.2191,-0.043581,-0.1012,0.033201,0.039503,0.001893,-0.10851,0.0074864,0.052549,-0.027988,-0.33229,1.2333,0.86906,0.0436,0.077089,-0.060304,-0.05677,0.026215,0.095468,-0.00056277,-0.0024649,-0.00011404,0.0021542,-0.0064718,-0.035285,-0.0028408,-0.0026664,0.00093887,0.00098587,-0.00015965,-0.0031575
0.04,-0.0012465,-0.06166,-0.0023515,0.12522,-0.29229,-1.2234,-0.045236,-0.1016,0.035459,0.04022,0.0023161,-0.11022,0.0068053,0.046291,-0.026759,-0.3228,1.1465,0.75392,0.040366,0.067722,-0.055945,-0.052729,0.023729,0.086878,-0.00057,-0.0025632,-9.5003e-05,0.0022203,-0.0072582,-0.036793,-0.0028995,-0.0027718,0.0010009,0.0010096,-0.00013877,-0.0032519
0.05,-0.0012584,-0.061799,-0.0016051,0.13395,-0.3178,-1.2184,-0.046225,-0.10123,0.03717,0.040603,0.0027807,-0.11097,0.006077,0.039976,-0.025081,-0.30744,1.046,0.64048,0.03645,0.05842,-0.050841,-0.048195,0.021055,0.077777,-0.00057593,-0.0026547,-8.1863e-05,0.0022055,-0.0078078,-0.038174,-0.0029434,-0.002865,0.0010454,0.0010196,-0.00011104,-0.003326
0.06,-0.0012561,-0.061405,-0.00088334,0.14101,-0.33876,-1.2031,-0.046487,-0.10002,0.038238,0.040588,0.0032598,-0.11066,0.0053178,0.03376,-0.022995,-0.28639,0.93454,0.53146,0.032023,0.049385,-0.045185,-0.043232,0.018271,0.068351,-0.00058055,-0.0027393,-7.5071e-05,0.0020991,-0.0081132,-0.039431,-0.0029719,-0.002946,0.0010709,0.001015,-7.7305e-05,-0.0033787
0.07,-0.0012364,-0.0604,-0.00020708,0.14597,-0.3541,-1.176,-0.045967,-0.097857,0.038576,0.040103,0.0037216,-0.10915,0.0045372,0.02774,-0.020524,-0.25964,0.81365,0.4285,0.027237,0.040718,-0.039112,-0.037859,0.01543,0.058684,-0.00058397,-0.0028173,-7.4567e-05,0.0018971,-0.0081847,-0.040569,-0.0029858,-0.0030147,0.001077,0.00099538,-3.886e-05,-0.0034095
0.08,-0.0011972,-0.058706,0.00040477,0.1484,-0.36287,-1.1361,-0.044634,-0.094644,0.038117,0.039087,0.0041299,-0.1063,0.0037414,0.021989,-0.017681,-0.22721,0.68448,0.33284,0.022239,0.032486,-0.032718,-0.032089,0.012572,0.048827,-0.00058632,-0.0028891,-8.0034e-05,0.0015992,-0.0080414,-0.041596,-0.0029863,-0.0030715,0.0010633,0.00096098,2.803e-06,-0.0034185
0.09,-0.0011386,-0.056361,0.00093325,0.1482,-0.36483,-1.0842,-0.042562,-0.090455,0.036885,0.037555,0.0044586,-0.10221,0.0029699,0.016758,-0.014645,-0.1913,0.55428,0.2482,0.01737,0.025004,-0.026375,-0.02623,0.0098449,0.039245,-0.00058777,-0.0029553,-9.0888e-05,0.0012092,-0.0077102,-0.042521,-0.0029758,-0.0031171,0.00103,0.00091253,4.6125e-05,-0.0034065
