t, k1_1, k1_2, k1_3, k1_4, k1_5, k1_6, k1_7, k1_8, k1_9, k1_10, k1_11, k1_12, k2_1, k2_2, k2_3, k2_4, k2_5, k2_6, k2_7, k2_8, k2_9, k2_10, k2_11, k2_12, k3_1, k3_2, k3_3, k3_4, k3_5, k3_6, k3_7, k3_8, k3_9, k3_10, k3_11, k3_12
0,0.051799,-0.011006,-0.041623,2.6541,0.51435,-1.4173,-0.040344,0.091987,-0.057268,0.3524,0.047467,0.20868,0.051799,0.011006,-0.041623,-2.6541,0.51435,1.4173,-0.040344,-0.091987,-0.057268,-0.3524,0.047467,-0.20868,-0.0075871,3.8071e-13,-0.0053301,8.1675e-10,0.032204,2.3935e-09,-0.0072307,1.0849e-10,-0.0064643,6.9008e-11,0.0020183,1.0036e-09
0.01,0.055953,-0.011392,-0.037101,3.0733,0.48384,-1.4019,-0.033722,0.09015,-0.05582,0.359,0.04541,0.23151,0.055953,0.011392,-0.037101,-3.0733,0.48384,1.4019,-0.033722,-0.09015,-0.05582,-0.359,0.04541,-0.23151,-0.0075013,2.2085e-13,-0.0052015,1.6345e-09,0.027436,2.1406e-09,-0.0067154,7.3049e-11,-0.0063913,6.1483e-11,0.0015339,8.8182e-10
0.02,0.061985,-0.011873,-0.03285,3.6118,0.46483,-1.4171,-0.027568,0.090746,-0.055464,0.37658,0.045415,0.25476,0.061985,0.011873,-0.03285,-3.6118,0.46483,1.4171,-0.027568,-0.090746,-0.055464,-0.37658,0.045415,-0.25476,-0.0073869,6.6101e-14,-0.0052302,2.352e-09,0.023424,1.9919e-09,-0.0063736,4.7515e-11,-0.0064917,6.2758e-11,0.0011468,8.0194e-10
0.03,0.068518,-0.012357,-0.027659,4.2197,0.44528,-1.4423,-0.020538,0.092202,-0.054523,0.40083,0.046585,0.2765,0.068518,0.012357,-0.027659,-4.2197,0.44528,1.4423,-0.020538,-0.092201,-0.054523,-0.40083,0.046585,-0.2765,-0.0072362,-5.685e-14,-0.0053919,3.0406e-09,0.019936,1.9333e-09,-0.0061687,2.9935e-11,-0.0067585,6.3679e-11,0.00083377,7.6063e-10
0.04,0.074355,-0.012776,-0.021081,4.8451,0.41974,-1.4639,-0.012029,0.093501,-0.052024,0.42915,0.048643,0.29456,0.074355,0.012776,-0.021081,-4.8451,0.41974,1.4639,-0.012029,-0.093501,-0.052024,-0.42915,0.048643,-0.29456,-0.0070466,-1.4485e-13,-0.0056619,3.7636e-09,0.016704,1.9451e-09,-0.0060685,2.112e-11,-0.0071853,6.8518e-11,0.00057499,7.4231e-10
0.05,0.078522,-0.01304,-0.013258,5.4292,0.38723,-1.473,-0.0019155,0.094067,-0.047586,0.45994,0.051714,0.30604,0.078522,0.01304,-0.013258,-5.4292,0.38723,1.473,-0.0019155,-0.094067,-0.047586,-0.45994,0.051714,-0.30604,-0.0068194,-2.1687e-13,-0.0060182,4.5573e-09,0.013487,2.024e-09,-0.0060465,1.6414e-11,-0.0077666,7.8211e-11,0.00035465,7.4539e-10
0.06,0.080401,-0.013052,-0.0047473,5.9081,0.35125,-1.4654,0.0096421,0.093792,-0.04125,0.49261,0.056146,0.30793,0.080401,0.013052,-0.0047473,-5.9081,0.35125,1.4654,0.0096421,-0.093792,-0.04125,-0.49261,0.056146,-0.30793,-0.0065575,-2.9018e-13,-0.00644,5.4247e-09,0.010071,2.1656e-09,-0.0060788,9.6642e-12,-0.0084975,9.0215e-11,0.00016077,7.6668e-10
0.07,0.079701,-0.012756,0.003695,6.2205,0.31765,-1.439,0.022367,0.092646,-0.033299,0.52686,0.062375,0.29797,0.079701,0.012756,0.003695,-6.2205,0.31765,1.439,0.022367,-0.092646,-0.033299,-0.52686,0.062375,-0.29797,-0.0062658,-3.0516e-13,-0.0069072,6.3207e-09,0.0062894,2.3371e-09,-0.0061433,1.967e-13,-0.0093718,1.0252e-10,-1.6742e-05,8.0814e-10
0.08,0.076375,-0.012242,0.011269,6.3278,0.2928,-1.3915,0.03597,0.090163,-0.024124,0.56243,0.0709,0.2766,0.076375,0.012242,0.011269,-6.3278,0.2928,1.3915,0.03597,-0.090163,-0.024124,-0.56243,0.0709,-0.2766,-0.0059489,-2.4611e-13,-0.0073983,7.2162e-09,0.0020555,2.5408e-09,-0.0062222,-3.8513e-12,-0.010376,1.2392e-10,-0.00018777,8.6328e-10
0.09,0.070692,-0.011533,0.017316,6.1929,0.28505,-1.3204,0.050188,0.086089,-0.013946,0.59869,0.082148,0.24343,0.070692,0.011533,0.017316,-6.1929,0.28505,1.3204,0.050188,-0.086089,-0.013946,-0.59869,0.082148,-0.24343,-0.0056097,-1.5418e-13,-0.0078916,8.087e-09,-0.002654,2.808e-09,-0.0062987,8.1194e-12,-0.011493,1.6736e-10,-0.00036325,9.1966e-10
